이스트미들랜즈 지국이 새롭게 갈라져 나간 해는?	1991년	[WHEN]
신비적 체험에 대해 '삶의 원천에서 깨끗하고 맑은 물을 마신 것 같다' 고 표현한 사람은?	소년 크리슈나무르티	[WHO]
베네딕토 16세가 영국 방문 이후 향한 곳은?	몰타	[WHERE]
메가비조스가 도시를 빼앗고, 나중에 생길 반란을 피하기 위해 부순 것은?	마르두크 신의 상	[WHAT]
인재에게 도전적인 일을 시키는 것은 가인지경영이 무엇에 중점을 두기 때문인가?	강점	[WHAT]
요자파트가 카를 프리드리히 가우스를 만나게 된 장소는 어디인가?	괴팅겐에 있는 자신의 삼촌의 은행	[WHERE]
무쇠시티 체육관 관장은?	강석	[WHO]
왕게민이 중일전쟁을 시작하기 전에 설립한 것은?	중화민국 임시정부	[WHAT]
루도비코가 비앙카와 결혼시킨 인물에게서 얻은 것은?	밀라노 공작칭호	[WHAT]
매년 해수온이 올라가는 현상으로 인해, 자리돔의 서식지가 어디까지 확장되었는가?	대한민국 동해	[WHERE]
알바니아계 이탈리아 교회가 소속된 교구는?	룬그로 (이탈리아 대륙에 거주하는 아르버레셔인을 위한) 교구	[WHAT]
내전으로 인해 어마어마한 부채를 떠안고 있는 인물은?	우주 제국의 코리노 황가의 황제인 사담 4세	[WHO]
나치 독일이 지식인이나 귀족 등 65000여 명의 폴란드인을 잡아들이기 위해 준비한 것은?	살생부	[WHAT]
확증 편향의 정의를 확립하게 된 연구는 언제 시작되었나요?	1960년	[WHEN]
치킨 누들 한 캔을 생산하기 위해 참여하는 회사의 수는?	56개	[QUANTITY]
시네마토그래프 유료 상영회가 개최된 날은?	1895년 12월 28일	[WHEN]
몽케 칸 다음으로 즉위한 인물은?	쿠빌라이	[WHO]
스태튼아일랜드의 영업은 언제 종료되었는가?	2001년	[WHEN]
연병환이 영국인 친구의 소개를 통해 구한 중국의 직장은 어디인가?	용정 해관	[WHERE]
플레이어가 용언 사용 훈련을 받은 장소는 어디인가?	세계의 목구멍	[WHERE]
인간의 의식 중, 사이코사이버네틱스를 통해 통제할 수 있는 것은?	잠재의식	[WHAT]
싱가포르 내 최초 감염자의 나이는?	66세	[QUANTITY]
마라도나는 벌칙 구역에서 누구와 대치했는가?	피터 실턴	[WHO]
프로이트의 정신 체계에서 현실적인 정신체계와 본능적 충동의 체계를 제외한 것의 명칭은?	‘전의식’(前意識)	[CITE]
옻칠의 가장 중요한 요소는 무엇인가?	우루시올(urushiol)	[WHAT]
가리발디의 원정으로 마리아 테레사는 어디를 떠나 해외로 도피했나요?	나폴리	[WHERE]
카보베르데의 저기압 순환의 원인이 된 것은?	북위 10도 남쪽의 대류	[WHY]
파이어폭스 이전 가장 잘나가던 웹 브라우저는?	인터넷 익스플로러	[WHAT]
선장의 일지를 확인하는 기관은?	위생위원회	[WHAT]
작곡가인 루이스 슈포어의 또 다른 직업은 무엇인가?	바이올리니스트	[WHAT]
남녀가 키스를 나눈 마을 이름은?	몬트하임	[WHAT]
일본의 원정 중 가장 최근의 원정은 언제 실행되었는가?	에도 말기	[WHEN]
토니왕의 조카에게 총을 쏜 자는?	이응	[WHO]
1955년부터 1973년까지 일본의 연평균 경제 성장률은?	연평균 10%	[WHAT]
아물라드의 아들이 밤베르크의 주교로 서임된 해는?	아물라드	[WHEN]
2014년 돈노드가 스퀘어 에닉스와 함께 작업한 이유는 무엇을 위해서인가?	디지털 유통	[WHY]
에르망가르드가 유부녀가 된 연도는?	1088년	[WHEN]
쌍곡 기하학 모형이 처음 등장한 책은?	《비유클리드 기하학의 해석에 대한 에세이》	[CITE]
마쓰카타 마사요시의 재정정책으로 가장 많은 타격을 입은 산업분야는?	농업	[WHAT]
철수가 피하려고 하지만 사실 친구로 생각하는 사람은?	노하라 신노스케	[WHO]
KT가 '쇼옴니아' 명칭을 사용하지 못하는 계기가 된 핸드폰은 어느 회사 제품인가?	애플	[WHY]
《논형》에 나오는 비판주의가 인정하지 않는 것은?	천인감응의 정통사상	[WHAT]
갈릴레오를 현대 과학의 아버지라 칭한 사람은?	알베르트 아인슈타인	[WHO]
스웨덴과 함께 겨울 전쟁이 끝나길 바란 국가는?	독일	[WHERE]
카를 체르니가 공연한 쾰른토나토아 극장은 어느 도시에 있는가?	빈	[WHERE]
수령자가 매매계약을 파기하기 위해서 지불해야하는 것은?	배액	[WHAT]
김용준이 도쿄 미술학교 재학 당시 만난 전통적 모더니즘 계열 화가는 누구인가?	이태준	[WHO]
코페르니쿠스가 교회법 박사 학위를 받은 날은?	1503년 5월 31일	[WHEN]
고등 의사소통 체계를 사용할 수 있는 인류의 종은?	호모 사피엔스	[WHAT]
마차시 성당을 모스크로 리모델링한 나라는?	오스만 제국	[WHERE]
브리에르에게 광서군 잔당을 축출할 것을 명령받은 사람은?	드 네그리에 장군	[WHO]
스빈후부드가 대통령 선거에서 승리한 연도는?	1931년	[WHEN]
카이가 22살에 한 일은?	리훈춘(Li Fuchun)과 결혼	[WHAT]
접어서 가지고 다닐 수 있는 풍금이 제작된 해는?	1843년	[WHEN]
푸르바더는 언제 세상 밖으로 나왔는가?	에흐네가 죽은 뒤	[WHEN]
햇빛으로 인해 생기는 물체의 그늘로 시간을 측정하는 기구는 무엇인가?	해시개	[WHAT]
조선인민공화국의 전신은?	조선건국준비위원회	[WHAT]
진대감의 부인중, 임신했다고 거짓말을 한 부인은 몇 번째 부인인가?	넷째 부인	[WHO]
윤치호가 중앙 정계에서 다시 활동하기 전에 일어난 전투는?	러일전쟁	[WHAT]
고려시대 때 마을의 걱정을 없애기 위해 만든 석불은 무엇으로 만들어졌나요?	화강암	[WHAT]
오다테의 난이 일어난 해는?	1578년	[WHEN]
예니체리가 완전히 해산되었을 시기 재위 중인 황제는?	마무드 2세	[WHO]
영국 해군이 다시 전장식으로 돌아가기를 결정했던 때는?	1864년	[WHEN]
카복실산과 반응하여 니켈 비누를 만드는 것은?	니켈 촉매	[WHAT]
정치하는 엄마들이 피해자들이 정상적인 일상생활을 할 수 있도록 돕기 위해 진행했던 서비스는?	무료 법률지원	[WHAT]
성작은 어느 종교에서 쓰이는 잔인가요?	기독교	[WHAT]
조기 심실 수축과 조기 심방 수축으로 나누는 기준은?	엇박자 맥박이 나오는 부위	[WHAT]
허계임과 그녀의 두 딸 중 가장 먼저 순교한 것은 누구인가?	이영희 막달레나	[WHO]
엘리노어 여사가 사망한 해는?	2007년	[WHEN]
체크포인트에 와서 총을 쏜 것은 누구인가?	무장 괴한	[WHO]
천연두에 감염된 모든 사례 중 출혈성 천연두는 얼마의 비중을 차지하는가?	약 2% 정도	[QUANTITY]
벳쇼 다케히코가 다이요 웨일스에서 코치로 활동하다가 그만둔 연도는?	1966년	[WHEN]
번역가가 기본적으로 문화와 함께 잘 알아야 하는 것은?	두 언어	[QUANTITY]
제 1차 바르바리 전쟁에서 지휘를 맡았던 사람은?	프레슬리 오배넌	[WHO]
아다케부네가 제작 된 시대는?	일본 전국시대	[WHEN]
《가우스전자》의 원래 제목은 무엇이었나?	《사이좋은 가우스전자》	[CITE]
벼농사와 관련된 이팝나무 전설의 관찰 대상은?	꽃	[WHO]
중국은 무엇을 통해 리덩후이의 총통 선거를 방해하려 했는가?	대규모 군사 훈련	[WHAT]
노선이 확대되기 전 열차의 객차는 몇 개였나?	6량	[QUANTITY]
파네 티치네세가 1킬로그램 가량의 무게였던 연대는?	1930년대	[WHEN]
혜주의 운전교습을 잠시 맡게된 인물의 형은?	경석(김규철 분)	[WHO]
오다 노부타다는 누구에게 살해당했나?	미쓰히데 군	[WHO]
위미르가 길들을 관할하는 곳은 어디인가?	'좌표의 세계'	[WHERE]
《하느님이시요 사람이신 그리스도의 시》는 누구의 생애를 다루고 있나요?	예수 그리스도	[WHO]
왕장이 성제에게 해임을 요청했던 인물은?	왕봉	[WHO]
여운형이 여러 소일을 하기전에 일했던 곳은?	조선중앙일보	[WHERE]
야기 바스티의 시라즈 침략을 도운 사람은?	마렉 아시라프	[WHO]
만덕사는 언제 설립되었나?	고려 전기	[WHEN]
평상시 기독교선교사들로부터 차별적 대우를 받은 윤치호가 생각한 미국의 중대한 속성은?	인종주의	[WHAT]
국무총리실에서 법에 어긋나게 조사했던 사람은 누구인가?	김종익	[WHO]
창문을 치며 희민에게 자신의 위치를 알리려고 했던 인물은 누구인가요?	소영	[WHO]
헤레로인이 독일기업이 예전에 나미비아에 큰 피해를 입힌 것에 대해 소송을 제기한 곳은?	미국 국제 재판소	[WHERE]
닥터와 함께 원형 판을 열었던 인물은?	아이다	[WHO]
보니파시오 4세는 로마의 무엇을 기독교 성당으로 중건하도록 명령했나요?	판테온	[WHAT]
주교좌직 중 상위라고 주장된 주교는?	셀레우키아크테시폰의 주교	[WHO]
설문지 질문을 작성할 때 질문에 꼭 포함시켜야 하는 것은?	문제의 핵심적 내용	[WHAT]
아달랴가 왕비가 된 것은 누구를 남편으로 맞아서인가?	여호람	[WHO]
마충의 상사는 누구인가?	반장	[WHO]
보니파시오 3세가 받은 칙령으로 피해를 입은 자는 누구인가?	콘스탄티노폴리스 총대주교	[WHO]
주인공 노바는 어떤 느낌을 지닌 캐릭터로 바뀌었나요?	동양적인 부드러움	[WHAT]
프로이트가 건강한 여성이 사춘기 이후부터 느껴야하는 오르가즘으로 주장한 것은?	질 오르가슴	[WHAT]
간의 약물대사에서 핵심적인 역할을 하는 효소는?	CYP효소	[WHAT]
태양 자전 속도의 약 60배 가량 속력을 낼 수 있는 항성은?	아케르나르	[WHAT]
슈타우펜베르크가 패전을 확신한 것은 몇 년인가?	1944년	[WHEN]
중국에서 쿨리가 공식적으로 해외에 나갈 수 있게 되었던 시점은 언제부터인가?	베이징 조약 체결 이후	[WHEN]
가나자와 성의 해자 중 현재는 소실되었지만 부속품이 남아 활용되는 것은?	햣켄 해자	[WHAT]
일반고 슬럼화 문제를 해결하기 위해 교육청에서 내세운 정책 슬로건은?	'일반고 점프업'	[CITE]
<가톨릭 청년>에서 참여를 촉구하는 발언은 누구의 말을 인용한 것인가요?	교황 비오 12세	[WHO]
킴푹은 무엇 때문에 3도 화상을 입었는가?	네이팜탄 불길	[WHY]
아스가르드에서 볼바와 같은 역할을 하는 인물의 가장 탁월한 점은?	마법	[WHAT]
해리엇은 어떤 업적으로 전 세계적인 이슈가 됐었나?	세계 최장수 기록	[WHAT]
사다트를 죽인 집단은 어느 국가와의 평화를 거부했나요?	이스라엘	[WHERE]
부르고뉴 공국의 영토가 프랑스 왕실에 반환된 법적 근거는?	살리카 법	[WHAT]
군 정부가 함부로 행사했던 연방 정부의 독자적 권리는 무엇인가?	유독성 폐기물 매립장 건설 인가권	[WHAT]
과도하게 공간을 점유한 주택의 철거를 자유화한 연도는?	1665년	[WHEN]
진주만 작전에서 제3차 공격강행을 반대한 인물은?	나구모 주이치(南雲忠一) 중장	[WHO]
고구려의 역사를 중국에게서 알아와 작성한 사서는?	삼국사기	[WHO]
비트겐슈타인의 의견을 잘 수용하지 못한 국가는?	영국	[WHERE]
고대 올림픽에 참가한 사람은?	알렉산드로스 1세	[WHO]
맥킨타이어가 일관성 있는 도덕이 아니라며 비난했던 것은?	계몽주의	[WHAT]
포브스에 의하면 1985년 자이르의 국채 규모는?	5억 달러	[QUANTITY]
회의주의 운동의 일부 주도자와 관련있는 사상은?	신무신론	[WHAT]
허셜이 관측한 이중성 중 쌍성으로 예측된 것은 몇 개인가?	700개	[QUANTITY]
금고를 걸어두기 위해 만들어진 것은 무슨 모양인가요?	반원형	[WHAT]
카스파는 어떤 역할을 담당해 베토밴을 도와주었나?	출판 경영	[WHAT]
이탈리아 동맹 결성에 가장 큰 영향을 준 나라는 어디인가?	프랑스	[WHERE]
아킬레우스의 무구를 받고 아이아스가 장례식을 치를 수 있게 설득한 인물은?	오디세우스	[WHO]
1757년 루이스버그 원정을 저지한 나라는?	프랑스	[WHERE]
콩은 옥수수와 달리 어떤 용도로도 쓰이는가?	기름을 만드는 데	[WHAT]
여운형과 함께 상하이에서 독립 운동에 전념한 사람은?	윤보선	[WHO]
로베스피에르가 처형된 쿠데타는 무엇인가?	테르미도르의 쿠데타	[WHAT]
분추류중 제일 컸다고 알려진 종류는?	프리오노수쿠스	[WHAT]
공성훈 작가는<낚시>와 <담배 피우는 남자(폭포)>에서 공통적으로 자연과 누구를 비교하는가?	사람	[WHO]
알렉산드로스 대왕이 창의 길이를 늘려 만든 것은 무엇인가요?	사리사	[WHAT]
아난 준로 감독이 감독으로 부임한 해에 리그 우승을 차지한 팀은?	히로시마 도요 카프	[WHAT]
무태장어 양식이 흔하게 이뤄지는 국가는?	중국	[WHERE]
성서를 영어로 번역한 인물에게 영향을 받은 사람은?	얀 후스	[WHO]
북한에서 다운로드 받아 플레이 할 수 있는 게임은?	슈퍼마리오 64 게임	[WHAT]
무기를 개편하기 위해 플레이어가 가지고 있어야 하는 것은?	별	[WHAT]
델라웨어 식민지의 이전 소유국가는?	네덜란드	[WHERE]
카르타고 신성대가 활동했던 시대는 언제인가?	기원전 310년	[WHEN]
섬의 꼭대기 부근에서 노랑부리백로와 공존하는 새는?	괭이갈매기	[WHAT]
한보철강의 부실대출 책임자 중 제일은행장이었던 사람은?	이철수	[WHO]
신여성 세력 중 한 인물이 대표를 맡았던 단체는?	근우회	[WHAT]
봉기군을 누르는데 앞장선 단체는?	이라크 공화국 수비대	[WHAT]
방사성 물질 운송에 비스무트를 사용할 수 있는 이유는?	중성자를 쉽게 흡수하지 않기 때문	[WHY]
알렉산드로스가 속한 군대는?	마케도니아군	[WHAT]
후난 지역과 장시 지역에서 농민봉기를 선동한 사람은?	마오쩌둥	[WHO]
루터가 보름스 청문회에 참여한 해는 언제인가요?	1521년	[WHEN]
인천에 이발소가 처음 생긴 해에 장면의 나이는?	9세	[QUANTITY]
여운형에 대한 생각이 적대적이였다가 긍정적으로 바뀐 조직은?	군정청	[WHAT]
데릭 쇼빈이 플로이드를 살해할 의도 없이 죽음에 이르게 하였기에 받은 혐의는?	3급 살인	[WHAT]
바실리 박이 안전을 위해 만나러 간 사람은?	트랴피친	[WHO]
영토를 넓히기 위해 대외정복사업을 추진한 백제의 왕은?	근초고왕	[WHO]
다나베가 구시로로 가기 위해 완공된 열차에 타고 있었던 시간은?	12시간	[WHEN]
보주에서 반란이 빈발한 시기는 언제부터인가?	16세기	[WHEN]
일반 사람들은 단종의 묘소를 뭐라고 부르곤 했나요?	노릉(魯陵)	[WHAT]
여러 음반을 EMI에서 발매한 인물의 전임자는 누구인가?	매리너	[WHO]
가내작업반에 대한 법률의 안건이 사회주의 상업법에 기록된 해는?	2004년	[WHEN]
교황 회칙 중 유일하게 독일어로 만들어진 것은?	《극도의 슬픔으로》	[CITE]
터키가 해외자본을 통해 철도를 깔기 시작한 년도는?	1856년	[WHEN]
이인영 의원이 밝힌 금액 중 월세와 함께 논란이 되는 것은?	생활비	[WHAT]
9월 23일 세이부 돔에서 진행된 경기에서 긴테쓰의 상대팀은 어디였나?	세이부	[WHERE]
스탈린이 철거한 계단이 복구된 것은 몇 년도인가?	1994년	[WHEN]
후크고지 최전선으로부터 500야드 거리에서 중공군을 발견한 부대는 어디인가?	바르샤바 정찰대	[WHERE]
시위 당시 라디오 간토의 기자가 부상을 입은 날짜는 몇 월 며칠인가?	6월 15일	[WHEN]
마윈은 누구의 도움을 받아 알리바바를 세웠나요?	제리 양	[WHO]
헤처의 내부가 좁고 가시성이 좋지 않은 원인은?	작은 차체	[WHY]
58군 사령부가 최후의 유격전을 준비한 것은 누구를 염두에 둔 것인가?	미 해병대	[WHO]
다수의 토착언어로 서로 다른 이야기로 표현된 시는 어느 나라의 것인가요?	인도	[WHERE]
트락티옹 아방을 생산한 회사가 위치한 나라는?	프랑스	[WHERE]
2015년에 개최되는 다른 대회 일정 때문에 피에가 참가하지 못했던 콘테스트는 무엇인가?	2015년 하계 유니버시아드	[WHY]
요한 3세가 선종한 후 교황이 된 인물의 부모는?	그리스인들에게 보노수스라고도 불리는 보니파시오	[WHO]
다스트가흐의 선율에서 고음을 내는 현과 함께 음을 조율하는 현은?	황색현	[WHAT]
의회로부터 받은 페린의 땅은 어느 정도인가?	93평방미터(36 평방마일)	[QUANTITY]
사회주의 운동을 지지하며 전개해나간 계층은 누구인가?	노동자계급	[WHO]
이다혜의 아버지는 무슨 종목을 하던 사람이었나?	핸드볼	[WHO]
프롱트낵 요새를 공격한 영국군의 지휘자는?	존 브래드스트리트 중장	[WHO]
키카이다와 권투사 군단이 결투를 벌였던 장소는?	몽골	[WHERE]
마리아는 어느 나라에 계속 머물러 있었나요?	이탈리아	[WHERE]
연여를 지키기 위해 조사에게 장수 역할을 맡긴 인물은?	혜문왕	[WHO]
서재필은 어디에서 공부하는 학생들을 독립협회로 모이게 했나요?	배재학당	[WHERE]
피아니스트이자 출판업을 하는 베토벤의 친구는	요한 B. 크라머	[WHO]
후쿠모리 복귀 시 라쿠텐 구단의 감독은?	노무라 가쓰야	[WHO]
스콜로펜드라신1은 무엇의 치료제로 사용되는가?	아토피 피부염	[WHAT]
지르가랑과 함께 부관직 지위를 맡은 인물은?	도르곤	[WHO]
짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부편'에서 알 수 있는 훈이의 장래희망은 무엇인가?	만화가	[WHAT]
역사 2층에 있는 역점을 전부 임대했던 곳은 어디인가?	에이잔 전철	[WHERE]
2002년 이후 대한민국이 동계 올림픽 아이스댄싱에 나간 것은 얼마만인가?	16년만	[WHEN]
베토벤이 병을 앓고 있는 신체 부위는?	귀	[WHAT]
콘늘라의 어머니는 누구인가?	알바의 여전사	[WHO]
창조신화는 누구에 의해 계획하고 실행된 것으로 그려지나?	초월적인 존재(신)	[WHO]
<신중현의 라스트 콘서트>가 초청된 곳은?	제3회 제천국제영화제	[WHERE]
